Concept,MoodTag1,MoodTag2,Semantic1,Semantic2,Semantic3,Semantic4,Semantic5
guimpe,sad,scared,chemise,costume,protective_garment,military_uniform,vestment
guise,sad,scared,semblance,leer,blemish,scratch,impression
gumdrop,sad,scared,butterscotch,marshmallow,lemon_peel,nonpareil,lemon_curd
gummed_label,sad,scared,master_of_arts,associate_in_nursing,master_of_theology,bachelor_of_arts_in_nursing,master_of_arts_in_teaching
gun_enclosure,surprising,admirable,signboard,emergency_room,core,temple,hospital_room
gut_issue,joyful,interesting,issue,paramount_issue,dark,venus,performing_arts
gutlessness,sad,scared,pusillanimity,dastardliness,poltroonery,cowardice,faintheartedness
gymnogyps,joyful,interesting,gracula,pluvialis,phalaropus,buteo,pedionomus
gymnopilus_validipes,sad,scared,tricholoma_vaccinum,cortinarius_subfoetidus,pholiota_flammans,tricholoma_venenata,basidiomycete
gynobase,sad,scared,prune,nut,raisin,nectarine,oak_apple
gynophore,sad,scared,prune,nut,raisin,brier,nectarine
gyromitra_gigas,sad,scared,smut,fungus,bunt,pink_disease_fungus,boil_smut
habakkuk,sad,scared,paul,gentile,haggai,joel,obadiah
habitual_abortion,joyful,interesting,dismissal,orgasm,degradation,care,humiliation
habitude,interesting,joyful,practice,custom,habit,outrage,activity
hackelia,sad,scared,genus_anchusa,passer,kingdom,animal_group,biological_group
haemodorum,sad,scared,passer,kingdom,animal_group,biological_group,juncus
haemoproteidae,sad,scared,plasmodiidae,passer,kingdom,animal_group,biological_group
haemoproteus,sad,scared,zygnema,genus_babesia,genus_fucus,genus_plasmodium,tribonema
haemulidae,joyful,interesting,squalidae,myxinidae,belonidae,rhinolophidae,gelechiidae
haggadah,sad,scared,epistle_to_the_hebrews,well,lyric,mapquest,trojan
haggai,sad,scared,paul,gentile,joel,obadiah,habakkuk
haggler,sad,scared,grimm,cat,informer,modifier,decius
hair_shirt,sad,scared,fur,underpants,robe,costume,protective_garment
hairiness,joyful,interesting,sparkle,glory,beauty,nonuniformity,invaluableness
hairlessness,sad,scared,leer,blemish,scratch,impression,smudge
hairsplitting,joyful,interesting,fad,virtu,fashion,study,music
hairy_root,interesting,joyful,plant_disease,stripe_blight,celery_blight,wheat_scab,apple_blight
hajj,sad,scared,break,march,drive,hypothesis,unit
hakham,joyful,interesting,mentor,sage,thinker,diviner,don
halberd,surprising,admirable,colt,optical_instrument,instrument,free-reed_instrument,indicator
haldane,sad,scared,spoiler,write-in_candidate,noncandidate,crossbencher,thane
half-and-half_dressing,surprising,admirable,herb,rue,sweetening,savory,rye_bread
half-century,joyful,interesting,tet,religious_festival,work_time,time,flower
half-cock,sad,scared,perplexity,unconsciousness,coma,bewilderment,distraction
half-length,surprising,admirable,plate,match,plat,sewing,objet_d'art
half-pay,sad,scared,fine,accumulation,living_wage,peppercorn_rent,disability_check
hallel,joyful,interesting,classical_music,tongue,section,dithyramb,hare_krishna
hallelujah,joyful,interesting,embrace,reordering,embodiment,art,appearance
halophile,sad,scared,alga,yersinia_pestis,shiga_bacillus,coccobacillus,staphylococcus
hamadryad,joyful,interesting,nymph,venus,fortuna,uma,teaching
hamburg_parsley,surprising,admirable,pipal,composite,red_ginger,rock_cress,miterwort
hameln,surprising,admirable,monument,district,possession,duluth,thunder_bay
hamilton,surprising,admirable,count,duke,cavalier,marchioness,grand_duchess
hammer,sad,scared,ride,projectile,serpent,denture,crown
hamming,sad,scared,folk_dancing,parody,cantillation,crooning,modern_dance
handel,surprising,admirable,berg,maestro,old_master,laban,child
handies_peak,surprising,admirable,ararat,hiding_place,lie,wilson,illimani
handiness,interesting,joyful,suitability,convenience,command,quality,unrighteousness
handrest,surprising,admirable,colt,free-reed_instrument,indicator,array,bait
hang_glider,sad,scared,vagrant,stranger,tramp,foreigner,shuffler
hang-up,joyful,interesting,idea,scheme,like,pillar,brand
hangar_queen,sad,scared,drone,stealth_bomber,delta_wing,flying_boat,bus
hanging_wall,surprising,admirable,opening,cannon_fodder,ally,brick,colt
hangman's_rope,sad,scared,lever,bus,mule,sackcloth,irregular
hangnail,sad,scared,bone,prune,nut,raisin,underpart
hanuman,joyful,interesting,uma,venus,fortuna,balarama,gauri
haplosporidian,sad,scared,piroplasm,alga,arcella,testacean,zoomastigote
haptoglobin,joyful,interesting,myrrh,bitumen,skeletal_muscle,spine,hand
hard_right,sad,scared,faction,old_guard,kitchen_cabinet,galere,four_hundred
hard_rush,sad,scared,golden_saxifrage,toad_rush,common_mullein,everlasting,plant
hard-shell_crab,sad,scared,copepod,brachyuran,soft-shell_crab,invertebrate,arachnid
hardware_error,sad,scared,disk_error,syntax_error,algorithm_error,software_error,spill
hare_krishna,joyful,interesting,classical_music,tongue,section,hallel,dithyramb
haredi,sad,scared,shaktism,hinduism,nursery_school,philanthropic_foundation,open_university
harmonization,joyful,interesting,coloratura,performing_arts,reel,philosophy,magic_trick
harnessed_antelope,surprising,admirable,gazella_subgutturosa,hominid,primate,fetus,rambouillet
hart's-tongue,surprising,admirable,boston_fern,floating-moss,oleander_fern,adder's_tongue,alpine_lady_fern
harvest_mite,sad,scared,arachnid,invertebrate,itch_mite,scorpion,tarantula
has-been,sad,scared,dodo,curmudgeon,dodderer,hag,gent
hash_house,sad,scared,prison,chamber,obstruction,shelter,burial_chamber
hatchet_man,surprising,admirable,cannon_fodder,field-grade_officer,captain,famulus,cover_girl
hate_mail,sad,scared,bunch,stack,aorist,alphabet_soup,jungle
hatefulness,joyful,interesting,awfulness,nonuniformity,invaluableness,suitability,note
hatemonger,sad,scared,slattern,asshole,frump,upstart,slob
hathaway,sad,scared,prostitute,cat,maid,widow,gent
haute_cuisine,joyful,interesting,degradation,care,dismissal,humiliation,orgasm
havoc,sad,scared,furor,rock,motion,break,wilt
hawala,sad,scared,bear_market,bull_market,closely_held_corporation,shell_corporation,nongovernmental_organization
hawkmoth,surprising,admirable,anglewing,arctiid,underwing,red_underwing,holometabola
hawkweed,sad,scared,common_mullein,everlasting,plant,wild_ginger,kangaroo_paw
haymaker,sad,scared,rock,furor,motion,break,wilt
haymaking,joyful,interesting,success,hit,advent,passing,feat
hazard_insurance,sad,scared,health_insurance,term_insurance,accumulation,fine,second_mortgage
hdl_cholesterol,joyful,interesting,surgical_spirit,oxidized_ldl_cholesterol,androsterone,propanol,cortisone
headlinese,sad,scared,formulation,manner_of_speaking,writing_style,catalexis,antiphrasis
health_care,sad,scared,medicaid,fine,accumulation,premium,largess
health_food,surprising,admirable,sole,rye_bread,sausage,kiss,bun
health_spa,surprising,admirable,signboard,emergency_room,core,temple,hospital_room
healthcare_delivery,joyful,interesting,suckling,embrace,reordering,embodiment,art
hearsay_evidence,sad,scared,secret,misrepresentation,fire,reproach,incrimination
hearsay_rule,sad,scared,parol_evidence_rule,exclusionary_rule,secret,misrepresentation,fire
heart-to-heart,joyful,interesting,wind,consultation,speaking,section,classical_music
heartleaf_manzanita,surprising,admirable,pipal,composite,mule_fat,pinwheel,lady-of-the-night
heartstrings,joyful,interesting,worship,anger,worry,gratification,emotion
heat_shield,sad,scared,protective_covering,cuisse,shield,mule,costume
heath_hen,sad,scared,bird,snake,monster,anapsid,tom
heavy_lifting,sad,scared,struggle,war,risk,medical_care,treatment
heavyweight,sad,scared,light_middleweight,junior_lightweight,flyweight,lightweight,light_flyweight
hebe,angry,sad,zu,paul,opinion,evil_spirit,unit
hebetude,sad,scared,torpor,ailment,pathological_state,disorder,mental_disorder
heckelphone,surprising,admirable,free-reed_instrument,colt,indicator,array,bait
hedge_nettle,sad,scared,common_mullein,everlasting,plant,wild_ginger,kangaroo_paw
hedgehog_cactus,surprising,admirable,pipal,composite,fever_tree,california_nutmeg,red_ginger
hedger,surprising,admirable,poet,sexton,butler,dante,stevens
heir_apparent,sad,scared,co-beneficiary,beneficiary,kleptomaniac,master,slattern
heliobacter_pylori,sad,scared,endangered_species,passer,kingdom,animal_group,biological_group
heliozoan,surprising,admirable,actinopod,rhizopod,bacteria,sporozoan,coccidium
hell_to_pay,sad,scared,matter,demerit,immateriality,worse,fraudulence
helleborine,sad,scared,oncidium,lady's_slipper,everlasting,common_mullein,plant
hellenism,joyful,interesting,scruple,principle,exemplar,gold_standard,prodigy
helminthiasis,interesting,joyful,surfeit,condition,drought,innocence,venereal_disease
helvella_sulcata,sad,scared,smut,fungus,bunt,pink_disease_fungus,boil_smut
hemerocallidaceae,sad,scared,aphyllanthaceae,aloeaceae,colchicaceae,tecophilaeacea,alstroemeriaceae
hemimetamorphosis,sad,scared,peeing,tremble,caressing,sob,hardening
hemiparasite,surprising,admirable,parasite_yew,sticktight,cannon_fodder,ally,brick
hemiramphidae,sad,scared,mobulidae,osmeridae,triakidae,ariidae,latimeridae
hemophiliac,sad,scared,sick_person,lunatic,crazy,vagrant,tramp
hemorrhoidectomy,joyful,interesting,plastic_surgery,uranoplasty,lobotomy,laminectomy,enucleation
hepatic_coma,sad,scared,unconsciousness,coma,perplexity,unknowingness,trance
hepatic_lobe,surprising,admirable,lobe_of_the_lung,skeletal_muscle,spine,hand,horn
hepatic_vein,sad,scared,vena_canaliculi_cochleae,inferior_labial_vein,ovarian_vein,sigmoid_vein,costoaxillary_vein
hepatitis_a_virus,sad,scared,papovavirus,poliovirus,herpes_zoster,rhabdovirus,polyoma
herbal_medicine,joyful,interesting,preventive_medicine,learned_profession,law,profession,trade
hereditarianism,joyful,interesting,instrumentalism,mentalism,british_empiricism,rationalism,positivism
hereditary_cerebellar_ataxia,sad,scared,ataxia,friedreich's_ataxia,ailment,disorder,mental_disorder
herpes_simplex_1,sad,scared,papovavirus,poliovirus,herpes_zoster,rhabdovirus,polyoma
herpes_simplex_2,sad,scared,papovavirus,poliovirus,herpes_zoster,rhabdovirus,polyoma
herpes_varicella_zoster,sad,scared,papovavirus,poliovirus,herpes_zoster,rhabdovirus,polyoma
herpes_zoster,sad,scared,papovavirus,poliovirus,rhabdovirus,polyoma,herpes_varicella_zoster
herring_salad,sad,scared,tabbouleh,crab_louis,condiment,wort,protease_inhibitor
hessian_fly,sad,scared,gall_midge,invertebrate,arachnid,fungus_gnat,anopheline
heteranthera,sad,scared,passer,kingdom,animal_group,biological_group,juncus
heterometabolism,surprising,admirable,metamorphosis,holometabolism,foreplay,perversion,reaction
heteroploid,sad,scared,master,slattern,feudal_lord,vagrant,young
heteroptera,sad,scared,polymastigina,nematocera,ornithischia,chelonethida,aepyorniformes
heterosexuality,surprising,admirable,foreplay,perversion,pleasure,feel,reaction
heterosis,sad,scared,hunger,might,yellow,coldness,taste_property
heterostraci,sad,scared,polymastigina,nematocera,ornithischia,chelonethida,aepyorniformes
hexamita,joyful,interesting,gracula,cebuella,cnicus,ceratophyllum,burmannia
hickock,surprising,admirable,inspector,constable,desk_sergeant,santa_claus,zoo_keeper
hickory,sad,scared,fir,yellow_pine,dwarf_juniper,rosewood,fumed_oak
high_comedy,joyful,interesting,black_comedy,farce,low_comedy,slapstick,closet_drama
high_commissioner,surprising,admirable,ambassador,cannon_fodder,field-grade_officer,captain,presbyter
high_explosive,joyful,interesting,soman,disrupting_explosive,clostridium_perfringens,chemical_bomb,colt
high_horse,joyful,interesting,sight,bent,respect,inclination,call
high_jump,joyful,interesting,contest,race,play,freestyle,embrace
high_mass,joyful,interesting,ceremony,religious_ceremony,embrace,reordering,embodiment
high_priest,surprising,admirable,appraiser,racetrack_tout,esthete,backroom_boy,taster
high_season,joyful,interesting,growing_season,social_season,tet,religious_festival,work_time
high_sign,sad,scared,master_of_arts,associate_in_nursing,master_of_theology,bachelor_of_arts_in_nursing,master_of_arts_in_teaching
high_table,surprising,admirable,crib,chair_of_state,booth,colt,king
high_technology,joyful,interesting,magnetic_levitation,learned_profession,profession,law,trade
high_time,joyful,interesting,then,beginning,eleventh_hour,moment_of_truth,curfew
high_wind,surprising,admirable,good_weather,lode,phenomenon,foreplay,perversion
high_wire,surprising,admirable,tier,ground_cable,rope_yarn,opening,colt
high-angle_gun,surprising,admirable,instrument,sports_equipment,indicator,king,truck
high-density_lipoprotein,joyful,interesting,myrrh,bitumen,skeletal_muscle,spine,hand
high-low,joyful,interesting,parlor_game,athletic_game,embrace,reordering,embodiment
high-mindedness,joyful,interesting,nobility,honorableness,honesty,right,justice
high-spiritedness,joyful,interesting,vivacity,mettlesomeness,vitality,sparkle,liveliness
highball_glass,surprising,admirable,flute,safe,truck,colt,king
highboard,surprising,admirable,sheetrock,sideboard,drainboard,centerboard,opening
highbrow,surprising,admirable,mentor,sage,thinker,diviner,hakham
higher_national_diploma,joyful,interesting,certificate,pardon,statement,pas,derivative_instrument
highland_fling,joyful,interesting,reel,performing_arts,philosophy,magic_trick,celebration
highness,joyful,interesting,profusion,sweep,touch,walk,tendency
highway_robbery,joyful,interesting,regular_payment,social_welfare,gift,acquisition,purchase
hinayana,sad,scared,taoism,shinto,mysticism,lamaism,buddhism
hinayanism,sad,scared,docetism,universalism,quakerism,ethicism,descriptivism
hinayanist,sad,scared,shintoist,thomas,camp_follower,tagalong,freudian
hindsight,joyful,interesting,discovery,appreciation,know,awareness,way
hinduism,sad,scared,shaktism,haredi,nursery_school,philanthropic_foundation,open_university
hip_boot,surprising,admirable,handwear,change,sack,congress_boot,blucher
hippobosca,sad,scared,passer,kingdom,animal_group,biological_group,phthirius
hiring_freeze,joyful,interesting,price_freeze,wage_freeze,freeze,embrace,reordering
hirsuteness,sad,scared,leer,blemish,scratch,impression,smudge
hirudinea,joyful,interesting,polychaeta,tentaculata,turbellaria,copepoda,acnidosporidia
hirudo,sad,scared,tylenchus,passer,kingdom,animal_group,biological_group
hiss,sad,scared,bang,blare,mutter,spill,breakdown
hisser,sad,scared,grimm,cat,informer,ranter,modifier
historicalness,joyful,interesting,significance,consequence,importance,invaluableness,value
history_department,joyful,interesting,english_department,psychology_department,sociology_department,department_of_computer_science,chemistry_department
histrionics,joyful,interesting,expose,prayer,oath,controversy,prohibition
hmg-coa_reductase,joyful,interesting,myrrh,bitumen,skeletal_muscle,spine,hand
hoariness,joyful,interesting,youth,touch,walk,tendency,gracefulness
hobbledehoy,sad,scared,terror,latchkey_child,ragamuffin,pickaninny,foster-daughter
hobbler,sad,scared,vagrant,stranger,tramp,foreigner,shuffler
hodgkin,surprising,admirable,virchow,charcot,prosthodontist,chiropodist,simpson
hoe_handle,sad,scared,mop_handle,panhandle,rake_handle,ax_handle,broomstick
hoenir,joyful,interesting,venus,fortuna,uma,teaching,belief
hog_cholera,interesting,joyful,pullorum_disease,psittacosis,myxomatosis,foot-and-mouth_disease,fowl_pest
hog_sucker,surprising,admirable,atlantic_cod,pacific_herring,hominid,primate,fetus
holding_pen,sad,scared,chamber,burial_chamber,pinfold,pound,incinerator
holism,sad,scared,floor,guess,option,knowing,relish
holm_oak,sad,scared,fir,fumed_oak,yellow_pine,dwarf_juniper,rosewood
holofernes,surprising,admirable,antigonus,lysimachus,brigadier,field-grade_officer,captain
holometabola,surprising,admirable,hawkmoth,anglewing,cuckoo-bumblebee,italian_bee,arctiid
holometabolism,surprising,admirable,heterometabolism,metamorphosis,foreplay,perversion,reaction
holy_of_holies,sad,scared,lair,wilderness,pasture,preserve,region
homily,joyful,interesting,prayer,oath,controversy,prohibition,solicitation
hominoid,surprising,admirable,aegyptopithecus,hominid,primate,fetus,angwantibo
homo_soloensis,surprising,admirable,hominid,primate,fetus,angwantibo,potto
homogenized_milk,sad,scared,condiment,wort,acidophilus_milk,raw_milk,mascarpone
homonymy,joyful,interesting,hypernymy,social_welfare,polarity,true,pool
homophobe,sad,scared,dogmatist,bigot,antifeminist,unilateralist,pro-lifer
honduras_mahogany,surprising,admirable,pipal,composite,fever_tree,california_nutmeg,manila_tamarind
honduras_rosewood,surprising,admirable,pipal,composite,fever_tree,california_nutmeg,manila_tamarind
hone,surprising,admirable,blarney_stone,opening,colt,handwear,king
honey_crisp,surprising,admirable,cotton_candy,sugar_candy,easter_egg,chocolate_egg,marzipan
honey_plant,surprising,admirable,pipal,composite,garden_pea,banana_passion_fruit,granadilla
honor_system,sad,scared,silver_bullet,biofeedback,mythical_monster,pipe_dream,mythical_being
honorarium,joyful,interesting,regular_payment,social_welfare,gift,acquisition,purchase
honorary_degree,joyful,interesting,doctor_of_osteopathy,doctor_of_education,first,doctor's_degree,award
honoree,surprising,admirable,laureate,pensioner,freeloader,cannon_fodder,ally
honorific,joyful,interesting,classical_music,tongue,wording,hallel,sonatina
hoodoo,sad,scared,lever,bus,master,mule,slattern
hoot_owl,surprising,admirable,screech_owl,laughing_owl,hominid,primate,fetus
hoover,surprising,admirable,durables,handwear,change,sack,bustier
hop_hornbeam,surprising,admirable,pipal,composite,fever_tree,california_nutmeg,manila_tamarind
hoper,surprising,admirable,cannon_fodder,ally,brick,poet,worthy
hopkins,surprising,admirable,poet,sexton,butler,dante,stevens
horizontality,sad,scared,combat_ceiling,dead_center,anteriority,breathing_room,misalignment
hormone_replacement_therapy,joyful,interesting,reciprocal_inhibition,behavior_therapy,family_therapy,speech_therapy,implosion_therapy
horned_chameleon,surprising,admirable,checkered_whiptail,hominid,primate,fetus,nothosaur
horned_puffin,surprising,admirable,ibis,common_brant_goose,phalarope,european_bittern,golden_plover
hornet's_nest,interesting,joyful,corner,condition,drought,innocence,venereal_disease
hornwort,surprising,admirable,cannon_fodder,ally,brick,poet,worthy
horse_doctor,sad,scared,alienist,eijkman,anesthesiologist,general_practitioner,paracelsus
horse_trade,sad,scared,name,vengeance,strife,corporal_punishment,retaliation
horse_trader,sad,scared,slopseller,barterer,ford,sandboy,cheapjack
horseshoe_bat,surprising,admirable,hominid,primate,fetus,angwantibo,potto
hospitableness,joyful,interesting,affability,sweetness_and_light,kindliness,neighborliness,congeniality
hospital_occupancy,joyful,interesting,borderline_intelligence,odds,peculiar_velocity,angular_velocity,nyquist_rate
hostaceae,sad,scared,aphyllanthaceae,aloeaceae,colchicaceae,tecophilaeacea,alstroemeriaceae
hostile_fire,joyful,interesting,friendly_fire,tactical_intelligence,embrace,reordering,embodiment
hostility,sad,scared,stand,name,vengeance,strife,corporal_punishment
hot_jazz,joyful,interesting,classical_music,tongue,section,wind,speaking
hot_potato,sad,scared,deadlock,tinderbox,crisis,time_bomb,purgatory
hot_sauce,sad,scared,tabasco,condiment,wort,chinese_brown_sauce,mustard_sauce
hot_seat,sad,scared,mistreatment,insult,cruelty,mischief,merrymaking
hot_spot,surprising,admirable,signboard,emergency_room,core,temple,hospital_room
hot_stock,joyful,interesting,growth_stock,pool,speculation,social_welfare,regular_payment
hot_stuff,joyful,interesting,popularity,nonuniformity,invaluableness,suitability,note
hotei,sad,scared,hebe,paul,zu,evil_spirit,peri
hotspur,sad,scared,alpinist,gambler,argonaut,tearaway,tenzing_norgay
house_of_burgesses,sad,scared,couple,ensemble,house_of_commons,superior_court,kangaroo_court
house_of_commons,sad,scared,couple,ensemble,house_of_burgesses,superior_court,kangaroo_court
house_sitter,sad,scared,preserver,peacekeeper,tracer,bodyguard,mammy
housing_project,sad,scared,preserve,central_american_country,lair,wilderness,region
housman,surprising,admirable,poet,sexton,butler,dante,stevens
houyhnhnm,sad,scared,mythical_monster,pipe_dream,mythical_being,death,imagination
how-do-you-do,sad,scared,deadlock,tinderbox,crisis,time_bomb,hot_potato
huascaran,surprising,admirable,ararat,hiding_place,lie,wilson,illimani
human_immunodeficiency_virus,surprising,admirable,machupo_virus,junin_virus,infectious_agent,agent,rhizopod
human_t-cell_leukemia_virus-1,sad,scared,papovavirus,poliovirus,herpes_zoster,rhabdovirus,polyoma
humanness,joyful,interesting,nonuniformity,invaluableness,suitability,note,good
hummer,sad,scared,geek,ham,idol,bankhead,marceau
humpty_dumpty,joyful,interesting,dracula,hero,dream,eden,invention
hung_jury,sad,scared,dada,nongovernmental_organization,militia,couple,ensemble
huntingdon_elm,surprising,admirable,pipal,composite,fever_tree,california_nutmeg,manila_tamarind
huntington's_chorea,interesting,joyful,fanconi's_anemia,diabetes,polygenic_disorder,limb-girdle_muscular_dystrophy,gaucher's_disease
hurdle,sad,scared,ideological_barrier,stymie,cognitive_factor,straitjacket,imponderable
hurrah,sad,scared,salvo,banzai,secret,misrepresentation,fire
huskiness,sad,scared,might,brawn,hunger,yellow,coldness
hussite,surprising,admirable,sheep,socinian,amoralist,satanist,monophysite
hyacinthaceae,sad,scared,aphyllanthaceae,aloeaceae,colchicaceae,tecophilaeacea,alstroemeriaceae
hyaloid_membrane,surprising,admirable,skeletal_muscle,spine,hand,horn,socket
hydnum,sad,scared,scleroderma,clathrus,ozonium,entoloma,phytophthora
hydra,sad,scared,cognitive_factor,can_of_worms,deep_water,imponderable,pitfall
hydrobates,sad,scared,passer,kingdom,animal_group,biological_group,centrocercus
hydrobatidae,sad,scared,bird_family,paradisaeidae,eurylaimidae,spheniscidae,raphidae
hydrocharitaceae,joyful,interesting,rhinolophidae,gelechiidae,xylariaceae,comatulidae,phalaropidae
hydroflumethiazide,sad,scared,furosemide,ethacrynic_acid,protease_inhibitor,narcotic,hallucinogen
hydromys,joyful,interesting,cebuella,genetta,kogia,genus_cabassous,bathyergus
hydrophobicity,sad,scared,might,hunger,yellow,coldness,taste_property
hydrostatics,sad,scared,kinematics,orthodontics,cosmetic_dentistry,dysgenics,alienism
hydroxychloroquine,sad,scared,mefenamic_acid,naproxen_sodium,diclofenac_potassium,meclofenamate,etodolac
hygeia,joyful,interesting,venus,fortuna,uma,aglaia,ariadne
hyperacidity,sad,scared,might,hunger,yellow,coldness,taste_property
hyperacusis,interesting,joyful,sensorineural_hearing_loss,conductive_hearing_loss,infirmity,tetartanopia,cachexia
hyperbolic_geometry,sad,scared,elementary_geometry,algebra,non-euclidean_geometry,orthodontics,paleoclimatology
hypercatalectic,sad,scared,acatalectic,catalectic,epistle_to_the_hebrews,well,lyric
hyperemesis,sad,scared,hyperemesis_gravidarum,tremble,peeing,caressing,sob
hyperemesis_gravidarum,sad,scared,hyperemesis,tremble,peeing,caressing,sob
hyperfocal_distance,joyful,interesting,true,worldliness,social_welfare,polarity,pool
hypernymy,joyful,interesting,homonymy,social_welfare,polarity,true,pool
hyperparathyroidism,sad,scared,hypoparathyroidism,ailment,disorder,mental_disorder,pathological_state
hyperpyrexia,interesting,joyful,attention_deficit_disorder,confirmation,sign,business,joy
hypersecretion,sad,scared,salivation,ptyalism,peeing,tremble,caressing
hypersomnia,sad,scared,sleep_terror_disorder,insomnia,ailment,disorder,mental_disorder
hypnotherapy,sad,scared,megavitamin_therapy,insulin_shock,metrazol_shock,shock_therapy,phytotherapy
hypochondriac,sad,scared,outpatient,alexic,hypertensive,hypotensive,sick_person
hypodermic_syringe,surprising,admirable,medical_instrument,surgical_knife,colt,optical_instrument,instrument
hypogastric_plexus,surprising,admirable,plexus_dentalis,socket,skeletal_muscle,spine,hand
hyponymy,sad,scared,imperfective,consonant,fir,accumulation,fine
hypoparathyroidism,sad,scared,hyperparathyroidism,ailment,disorder,mental_disorder,pathological_state
hyposmia,interesting,joyful,infirmity,tetartanopia,hyperacusis,cachexia,aniseikonia
hypotensive,sad,scared,hypochondriac,outpatient,alexic,hypertensive,sick_person
hypovolemic_shock,sad,scared,cardiogenic_shock,nervous_breakdown,nervous_exhaustion,distributive_shock,neurasthenia
hypoxic_hypoxia,sad,scared,ischemic_anoxia,anemic_hypoxia,ischemic_hypoxia,anoxic_anoxia,anoxia
hyracoidea,sad,scared,polymastigina,nematocera,ornithischia,chelonethida,aepyorniformes
ichneumon_fly,sad,scared,invertebrate,arachnid,chalcid_fly,gall_wasp,fire_ant
ichneumonidae,sad,scared,arctiidae,chalcididae,atropidae,carabidae,jassidae
idealism,joyful,interesting,impracticality,inutility,futility,nonuniformity,invaluableness
ideality,joyful,interesting,nonuniformity,invaluableness,suitability,note,good
identity,joyful,interesting,selfsameness,nonuniformity,invaluableness,suitability,note
identity_matrix,sad,scared,latin_square,run-on_sentence,subordinate_clause,proto-oncogene,complex_sentence
idiopathic_disease,interesting,joyful,generalized_anxiety_disorder,condition,venereal_disease,disease,infectious_disease
idolization,sad,scared,bardolatry,mistreatment,insult,cruelty,mischief
idyll,joyful,interesting,rise,improvement,emanation,victory,treat
ignorantness,joyful,interesting,dark,ignorance,inexperience,venus,performing_arts
ii_esdras,joyful,interesting,section,classical_music,wind,speaking,consultation
ileal_artery,surprising,admirable,lacrimal_vein,popliteal_vein,scleral_veins,gastroomental_vein,jejunal_artery
ill-being,joyful,interesting,prosperity,blessing,wellbeing,health,good_fortune
illampu,surprising,admirable,ararat,hiding_place,lie,wilson,illimani
illiberality,sad,scared,greediness,selfishness,opportunism,sociability,unemotionality
illimani,surprising,admirable,ararat,hiding_place,lie,wilson,grand_teton
illumination_unit,angry,sad,measure,transcendental_number,force_unit,indefinite_quantity,large_indefinite_quantity
immaculate_conception,sad,scared,hinayanism,ethicism,descriptivism,docetism,universalism
immanence,sad,scared,inherence,coexistence,genuineness,eternal_life,fire_sale
immigrant_class,sad,scared,center,demimonde,commonalty,uninitiate,lobby
immotility,sad,scared,immovability,granite,immateriality,worse,fraudulence
immunity,joyful,interesting,strength,touch,walk,tendency,gracefulness
immunocompetence,sad,scared,immateriality,worse,fraudulence,tediousness,malevolence
impaction,sad,scared,ailment,disorder,mental_disorder,pathological_state,ill_health
impairer,surprising,admirable,infectious_agent,agent,tumor_virus,pathogen,machupo_virus
impeccability,joyful,interesting,nobility,honesty,right,justice,righteousness
imperativeness,joyful,interesting,significance,importance,consequence,invaluableness,value
imperceptibility,sad,scared,coldness,cool,might,hunger,yellow
imperfective,sad,scared,hyponymy,consonant,fir,accumulation,fine
imperforate_anus,surprising,admirable,socket,skeletal_muscle,spine,hand,horn
imperforate_hymen,sad,scared,bone,underpart,cock,trap,base
imperialism,sad,scared,mistreatment,insult,cruelty,mischief,merrymaking
impermissibility,sad,scared,unacceptability,inadmissibility,immateriality,worse,fraudulence
impetuousness,sad,scared,brashness,hastiness,desperation,unthoughtfulness,sociability
impingement,joyful,interesting,manipulation,enticement,cross-pollination,seduction,embrace
impishness,joyful,interesting,openness,manner,heat,trait,heart
implausibility,sad,scared,immateriality,worse,fraudulence,tediousness,malevolence
implication,joyful,interesting,affirmative,assertion,yes,yea,postulate
implicitness,sad,scared,inexplicitness,noise,unclearness,elusiveness,inscrutability
improvisation,sad,scared,expedient,pis_aller,salvation,mistreatment,insult
improvised_explosive_device,sad,scared,projectile,ride,serpent,denture,crown
impudence,sad,scared,disrespect,slander,defamation,mud,abuse
imputation,sad,scared,finger-pointing,incrimination,charge,misrepresentation,proposition
in-fighting,joyful,interesting,athletic_game,magic_trick,celebration,reel,antic
inaccessibility,sad,scared,unfitness,inappropriateness,inconvenience,infelicity,disqualification
inadmissibility,sad,scared,unacceptability,impermissibility,immateriality,worse,fraudulence
inadvisability,sad,scared,worse,bad,loss,liability,catch
inamorata,surprising,admirable,beloved,dame,belle,old_woman,donna
inamorato,surprising,admirable,beloved,gentleman,inamorata,petter,technophile
inanimateness,sad,scared,insentience,asexuality,might,hunger,yellow
inanition,sad,scared,mental_exhaustion,sottishness,oscitancy,ailment,heartlessness
inapplicability,joyful,interesting,social_welfare,polarity,true,pool,linen
inaptness,joyful,interesting,inopportuneness,unsuitability,nonuniformity,invaluableness,suitability
inaudibility,sad,scared,coldness,cool,might,hunger,yellow
inauspiciousness,sad,scared,unfavorableness,loss,liability,catch,disadvantage
incapability,sad,scared,incompetence,inconsideration,tactlessness,unadaptability,unfeelingness
incense_wood,joyful,interesting,myrrh,douglas_fir,cigar-box_cedar,pencil_cedar,matchwood
incivility,joyful,interesting,impoliteness,crust,abruptness,ungraciousness,contempt
incline_bench_press,joyful,interesting,press,labor,venture,action,investigation
inclinometer,surprising,admirable,colt,optical_instrument,instrument,free-reed_instrument,indicator
incognizance,joyful,interesting,know,discovery,awareness,appreciation,way
