Concept,MoodTag1,MoodTag2,Semantic1,Semantic2,Semantic3,Semantic4,Semantic5
abdominal_breathing,sad,scared,tremble,caressing,sob,artificial_respiration,panting
ableism,joyful,interesting,ageism,nepotism,male_chauvinism,administration,obedience
abnegation,joyful,interesting,keeping,reenlistment,honoring,devotion,selflessness
absence_without_leave,sad,scared,salvation,putout,redemption,struggle,protection
absenteeism,joyful,interesting,administration,disobedience,obedience,issus,legal_action
abstract_expressionism,joyful,interesting,nematoda,tortricidae,gymnogyps,gracula,pitymys
acanthocephalan,sad,scared,archiannelid,arachnid,invertebrate,brachyuran,tumblebug
acanthopterygii,joyful,interesting,spirochaetales,cydippida,octopoda,scorpionida,anseres
acnidosporidia,joyful,interesting,polychaeta,tentaculata,sporozoa,asteroidea,copepoda
acoustic_guitar,surprising,admirable,colt,array,bait,concert_grand,dulciana
acquittal,joyful,interesting,legal_action,judgment_in_rem,judgment_on_the_merits,general_verdict,affirmation
acrobatics,joyful,interesting,athletic_game,celebration,antic,reel,magic_trick
actinopod,surprising,admirable,heliozoan,rhizopod,bacteria,sporozoan,flagellate
actual_sin,joyful,interesting,mortal_sin,pride,lust,evil,prostitution
acupuncture,sad,scared,treatment,medical_care,struggle,job,war
adrenergic_agonist_eyedrop,joyful,interesting,miotic_eyedrop,action,press,enterprise,labor
adult_education,sad,scared,directed_study,refresher_course,extracurricular_activity,struggle,protection
advent,interesting,joyful,success,passing,feat,hit,intemperance
aegyptopithecus,surprising,admirable,hominoid,hominid,primate,fetus,angwantibo
aepyorniformes,sad,scared,anoplura,heterostraci,mallophaga,anaspida,chelonethida
aerobe,surprising,admirable,hominid,bacteria,rhizopod,fetus,primate
african_crocodile,sad,scared,crocodilian_reptile,viper,snake,anapsid,tom
african_monitor,sad,scared,gila_monster,viper,snake,anapsid,tom
ageism,joyful,interesting,ableism,nepotism,male_chauvinism,administration,obedience
aggravated_assault,sad,scared,assault,mugging,battery,robbery,fall
aggro,sad,scared,last_straw,twit,raising_hell,aggravation,insult
agnatha,sad,scared,passer,chrysophyceae,entomostraca,metatheria,mammalia
agribusiness,joyful,interesting,administration,disobedience,obedience,issus,legal_action
airedale,sad,scared,sausage_dog,border_terrier,tom,domestic_animal,liver-spotted_dalmatian
airship,surprising,admirable,colt,drove,emergency_room,bait,booth
akeridae,sad,scared,belemnitidae,arcidae,passer,raphidae,hydrobatidae
algometry,sad,scared,struggle,protection,mischief,treatment,merrymaking
alienation_of_affection,sad,scared,mischief,misbehavior,pretense,fall,trespass
alley_cat,sad,scared,tom,domestic_animal,viper,monster,anapsid
alms-giving,sad,scared,alms,misdeal,salvation,putout,redemption
aloe,surprising,admirable,balsam,dicumarol,bracer,cox-2_inhibitor,buffered_aspirin
alpinism,sad,scared,march,break,drive,clamber,motion
ambage,sad,scared,motion,march,furor,wilt,break
amelioration,joyful,interesting,care,dismissal,humiliation,degradation,orgasm
american_bittern,surprising,admirable,european_bittern,ibis,ortygan,common_brant_goose,phalarope
american_saddle_horse,surprising,admirable,prancer,charger,arabian,crowbait,mudder
amrinone,surprising,admirable,balsam,dicumarol,bracer,cox-2_inhibitor,aloe
anaerobe,sad,scared,obligate_anaerobe,tom,plant,viper,monster
analytical_balance,surprising,admirable,colt,array,bait,chronometer,chronoscope
anapsid,disgusting,sad,snake,viper,animal,bird,young
anaspida,sad,scared,anoplura,heterostraci,mallophaga,chelonethida,nothosauria
anastigmatic_lens,surprising,admirable,colt,array,bait,airship,drove
anastylosis,sad,scared,murder,slaughter,oil_change,physical_rehabilitation,emendation
anglewing,surprising,admirable,hawkmoth,underwing,arctiid,red_underwing,holometabola
anguidae,sad,scared,kinosternidae,trionychidae,passer,belemnitidae,raphidae
anguis,sad,scared,passer,kinosternon,trionyx,rhynchoelaps,crocodylus
angwantibo,surprising,admirable,potto,hominid,primate,fetus,hominoid
animalia,sad,scared,passer,chrysophyceae,petromyzon,ostrea,belemnitidae
ankylosaur,surprising,admirable,nothosaur,dromaeosaur,armored_dinosaur,edmontonia,hominid
annelida,joyful,interesting,nematoda,platyhelminthes,pentastomida,pogonophora,nemertea
anomiidae,joyful,interesting,pectinidae,sepiidae,tortricidae,gelechiidae,gracilariidae
anopheles,sad,scared,passer,anthonomus,cuterebra,latrodectus,phthirius
anopheline,sad,scared,arachnid,invertebrate,hessian_fly,mediterranean_fruit_fly,gall_midge
anoplura,sad,scared,heterostraci,mallophaga,anaspida,chelonethida,nothosauria
anostraca,sad,scared,anoplura,heterostraci,mallophaga,anaspida,chelonethida
anser,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
anseres,joyful,interesting,acanthopterygii,spirochaetales,cydippida,octopoda,scorpionida
ant_thrush,surprising,admirable,spotted_antbird,hominid,fetus,primate,rock_wren
antheraea,joyful,interesting,fenusa,ctenocephalus,dermacentor,megachile,vanessa
anthonomus,sad,scared,passer,cuterebra,anopheles,latrodectus,phthirius
anthropoidea,joyful,interesting,acanthopterygii,spirochaetales,cydippida,octopoda,scorpionida
anthropophagy,sad,scared,mistreatment,atrocity,cruelty,maltreatment,burning
anti-takeover_defense,sad,scared,resistance,motion,march,furor,wilt
anticonvulsant,surprising,admirable,balsam,dicumarol,bracer,cox-2_inhibitor,aloe
antimalarial,surprising,admirable,balsam,dicumarol,bracer,cox-2_inhibitor,aloe
antineoplastic_antibiotic,surprising,admirable,bacitracin,antibiotic,demeclocycline_hydrochloride,doxorubicin,balsam
antipruritic,surprising,admirable,balsam,dicumarol,bracer,aphrodisiac,cox-2_inhibitor
antipyresis,sad,scared,chrysotherapy,insulin_shock,megavitamin_therapy,psychotherapy,occupational_therapy
apadana,surprising,admirable,emergency_room,core,airship,drove,colt
aplysia,sad,scared,passer,ostrea,sepia,genus_spirula,argonauta
appendicularia,surprising,admirable,hominid,fetus,primate,checkered_whiptail,merino
appraisal,joyful,interesting,estimate,moralism,evaluation,marking,celebration
apus,sad,scared,passer,centrocercus,pterocles,genus_trogon,porzana
arabesque,surprising,admirable,cuspidation,egg-and-dart,airship,drove,colt
arabian,surprising,admirable,prancer,charger,crowbait,american_saddle_horse,mudder
arame,sad,scared,tang,wrack,alga,rockweed,fucoid
arcella,sad,scared,alga,piroplasm,haplosporidian,testacean,zoomastigote
archiannelid,sad,scared,acanthocephalan,arachnid,invertebrate,brachyuran,tumblebug
archilochus_colubris,surprising,admirable,hominid,fetus,primate,rock_wren,ibis
arcidae,sad,scared,belemnitidae,akeridae,passer,raphidae,hydrobatidae
arctiid,surprising,admirable,hawkmoth,anglewing,underwing,red_underwing,holometabola
argonauta,sad,scared,passer,ostrea,sepia,genus_spirula,aplysia
armadillidiidae,sad,scared,bombyliidae,ceratopogonidae,porcellionidae,oestridae,cleridae
armadillidium,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
armageddon,sad,scared,stand,due_process,name,insubordination,strife
armored_dinosaur,surprising,admirable,nothosaur,dromaeosaur,ankylosaur,edmontonia,hominid
arts_and_crafts,joyful,interesting,handicraft,art,reordering,embodiment,carving
ascidian_tadpole,surprising,admirable,corn_earworm,hominid,fetus,primate,fish_louse
asilidae,sad,scared,bombyliidae,ceratopogonidae,porcellionidae,oestridae,cleridae
aspersion,joyful,interesting,attack,financial_audit,beau_geste,celebration,parlor_game
assignation,joyful,interesting,administration,disobedience,obedience,issus,legal_action
asteroidea,joyful,interesting,polychaeta,tentaculata,sporozoa,acnidosporidia,copepoda
atlantic_cod,surprising,admirable,pacific_herring,hog_sucker,hominid,fetus,primate
atlantic_sailfish,surprising,admirable,spearfish,spanish_grunt,striped_drum,skillet_fish,pigfish
auspex,sad,scared,comfort,struggle,protection,mischief,treatment
australian_coral_snake,sad,scared,death_adder,coral_snake,taipan,krait,banded_krait
auto_limitation,joyful,interesting,administration,obedience,disobedience,issus,legal_action
automatism,sad,scared,tremble,caressing,sob,kinesis,defecation_reflex
auxiliary_pump,surprising,admirable,colt,array,bait,cone_clutch,airship
babel,angry,sad,confusion,wound,burn,motion,wilt
backhand_drive,sad,scared,drive,march,break,motion,furor
backsword,surprising,admirable,colt,array,bait,broadsword,excalibur
bacteria_species,joyful,interesting,pseudomonas_pyocanea,streptococcus_anhemolyticus,nematoda,tortricidae,gymnogyps
bacteroides,sad,scared,micrococcus,genus_lactobacillus,xanthomonas,genus_mycoplasma,genus_actinomyces
bagatelle,surprising,admirable,hominid,airship,bacteria,drove,colt
balanus,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
ballup,sad,scared,omission,stupidity,blunder,oversight,mistake
balsam,surprising,admirable,down,emergency_room,natural_object,primate,hominid
bardolatry,sad,scared,idolization,struggle,protection,mischief,treatment
bareboating,joyful,interesting,wandering,progress,dismissal,humiliation,degradation
barratry,joyful,interesting,constructive_fraud,sting_operation,fraud_in_law,prostitution,mortal_sin
bastardization,joyful,interesting,humiliation,degradation,dismissal,orgasm,care
bathyergus,joyful,interesting,pitymys,jaculus,cebuella,phascogale,zapus
battle_of_kerbala,sad,scared,stand,due_process,name,insubordination,strife
battle_of_wits,sad,scared,stand,due_process,name,insubordination,strife
bear_hug,joyful,interesting,assay,best,celebration,parlor_game,embrace
beatification,joyful,interesting,dismissal,humiliation,degradation,orgasm,reverence
beau_geste,joyful,interesting,attack,financial_audit,aspersion,celebration,parlor_game
bedrest,sad,scared,quiescence,forbearance,dolce_far_niente,salvation,putout
beguilement,sad,scared,merrymaking,steal,revel,bust,folk_dancing
belemnitidae,sad,scared,akeridae,arcidae,passer,raphidae,hydrobatidae
bell_seat,surprising,admirable,colt,array,bait,airship,drove
belonidae,joyful,interesting,myxinidae,squalidae,haemulidae,tortricidae,gelechiidae
beroe,surprising,admirable,fish_louse,hawkmoth,saddle_oyster,holometabola,planula
bhakti,joyful,interesting,celebration,parlor_game,embrace,reordering,dishonesty
bib-and-tucker,surprising,admirable,change,durables,capote,cocktail_dress,bustier
biological_defense,joyful,interesting,issus,administration,disobedience,obedience,legal_action
biologism,joyful,interesting,habitude,practice,custom,outrage,habit
bird_family,sad,scared,raphidae,hydrobatidae,eurylaimidae,spheniscidae,turnicidae
bitchery,joyful,interesting,terrorization,behavior,indignity,celebration,parlor_game
bite_plate,surprising,admirable,colt,array,bait,airship,drove
bivalvia,joyful,interesting,polychaeta,tentaculata,sporozoa,acnidosporidia,asteroidea
black_buffalo,sad,scared,leather_carp,tom,viper,monster,anapsid
black_operation,sad,scared,covert_operation,cover,strike,indirect_fire,fourth_crusade
black_rat_snake,sad,scared,red-bellied_snake,viperine_grass_snake,water_snake,viper,snake
black-fronted_bush_shrike,surprising,admirable,hominid,fetus,primate,rock_wren,piping_crow
blanquillo,surprising,admirable,atlantic_sailfish,spanish_grunt,striped_drum,skillet_fish,pigfish
blarney_stone,surprising,admirable,airship,drove,colt,chair_of_state,durables
blastomere,sad,scared,silkworm_seed,tom,plant,viper,monster
blind_alley,sad,scared,motion,march,furor,wilt,break
blind_flying,sad,scared,march,break,drive,motion,furor
blind_stitching,sad,scared,knitting,shingling,struggle,protection,mischief
blister_beetle,sad,scared,tumblebug,tiger_beetle,boll_weevil,dutch-elm_beetle,ground_beetle
blockbuster,joyful,interesting,hit,success,passing,advent,feat
blood_clam,surprising,admirable,saddle_oyster,paper_nautilus,cephalopod,littleneck,thin-shelled_mussel
blucher,surprising,admirable,change,congress_boot,airship,drove,colt
blue_chip,surprising,admirable,airship,drove,colt,chair_of_state,array
blue_pike,surprising,admirable,atlantic_sailfish,spanish_grunt,striped_drum,skillet_fish,pigfish
bluegill,surprising,admirable,atlantic_sailfish,spanish_grunt,striped_drum,skillet_fish,pigfish
boll_weevil,sad,scared,tumblebug,tiger_beetle,blister_beetle,dutch-elm_beetle,ground_beetle
bombie,surprising,admirable,chemical_bomb,bunker_buster,colt,array,bait
bombyliidae,sad,scared,ceratopogonidae,porcellionidae,oestridae,cleridae,phthiriidae
bone_china,surprising,admirable,crackle,china,drove,club,airship
booth,surprising,admirable,chair_of_state,crib,colt,drove,emergency_room
bootjack,surprising,admirable,colt,array,bait,airship,drove
border_terrier,sad,scared,sausage_dog,airedale,tom,domestic_animal,liver-spotted_dalmatian
borrowing,sad,scared,stand,due_process,name,insubordination,strife
bosworth_field,sad,scared,stand,due_process,name,insubordination,strife
bothrops,joyful,interesting,phyllorhynchus,sistrurus,gymnogyps,gracula,pitymys
botulinus,sad,scared,alga,acidophilus,listeria_monocytogenes,mycobacteria,leprosy_bacillus
brachyuran,sad,scared,soft-shell_crab,hard-shell_crab,copepod,arachnid,invertebrate
bradypodidae,joyful,interesting,erinaceidae,zapodidae,phyllostomidae,rhinolophidae,muroidea
branchiura,joyful,interesting,acanthopterygii,spirochaetales,cydippida,octopoda,scorpionida
branta,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
breach_of_the_covenant_of_warranty,joyful,interesting,breach_of_trust,breach_of_contract,failure,bull,freudian_slip
breach_of_trust_with_fraudulent_intent,joyful,interesting,prostitution,mortal_sin,evil,pride,lust
breeder_reactor,surprising,admirable,catalytic_cracker,airship,drove,colt,chair_of_state
bric-a-brac,surprising,admirable,curio,collector's_item,hominid,airship,bacteria
bricklaying,joyful,interesting,masonry,trade,learned_profession,law,profession
bridle_path,surprising,admirable,crossing,artery,arterial_road,autobahn,expressway
broad_arrow,surprising,admirable,colt,array,bait,airship,drove
broad_gauge,joyful,interesting,airship,drove,colt,chair_of_state,durables
bronchospasm,sad,scared,cardiospasm,jostle,depression,nudge,elbowing
bruchus,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
bruin,surprising,admirable,hominid,primate,fetus,striped_muishond,reynard
brunanburh,sad,scared,stand,due_process,name,insubordination,strife
brush-off,sad,scared,rustication,relegation,deportation,exposure,near_thing
brussels_lace,surprising,admirable,coating,airship,drove,colt,chair_of_state
buck-and-wing,joyful,interesting,step_dancing,reel,celebration,athletic_game,antic
buffered_aspirin,joyful,interesting,cox-2_inhibitor,balsam,dicumarol,bracer,aloe
bull,interesting,joyful,failure,activity,intemperance,venture,aid
bully_pulpit,joyful,interesting,trade,learned_profession,law,profession,celebration
bunker_buster,surprising,admirable,bombie,chemical_bomb,colt,array,bait
bustier,surprising,admirable,change,durables,cocktail_dress,capote,bib-and-tucker
buteo,joyful,interesting,gymnogyps,gracula,pedionomus,phalaropus,pluvialis
butterfly_ray,surprising,admirable,sawfish,stingray,eagle_ray,hominid,fetus
buttonhook,surprising,admirable,drove,club,airship,colt,chair_of_state
bypass_condenser,surprising,admirable,array,colt,bait,bug,airship
cabinetwork,joyful,interesting,trade,learned_profession,law,profession,oculism
cakewalk,joyful,interesting,success,passing,advent,feat,hit
calf_roping,joyful,interesting,steer_roping,press,labor,action,enterprise
callosotomy,sad,scared,laser-assisted_in_situ_keratomileusis,pneumonectomy,cyclodestructive_surgery,minor_surgery,cholecystectomy
camera_care,joyful,interesting,care,dismissal,humiliation,degradation,orgasm
cannonade,sad,scared,cover,strike,indirect_fire,deep_supporting_fire,ambush
cantillation,sad,scared,crooning,folk_dancing,merrymaking,steal,revel
capital_ship,surprising,admirable,corvette,airship,drove,colt,chair_of_state
capitalization,joyful,interesting,magnetic_levitation,high_technology,celebration,parlor_game,embrace
capote,surprising,admirable,change,durables,bulletproof_vest,cocktail_dress,bib-and-tucker
caprimulgus,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
car_care,joyful,interesting,care,dismissal,humiliation,degradation,orgasm
carabidae,sad,scared,bombyliidae,ceratopogonidae,porcellionidae,oestridae,cleridae
carcharhinus,sad,scared,petromyzon,genus_chimaera,gasterosteus,galeocerdo,sphyrna
cardiospasm,sad,scared,bronchospasm,jostle,depression,nudge,elbowing
caressing,disgusting,sad,sob,tremble,animal,plant,bird
carniolan_bee,surprising,admirable,italian_bee,cuckoo-bumblebee,hawkmoth,holometabola,pale_chrysanthemum_aphid
caroche,surprising,admirable,airship,drove,colt,chair_of_state,array
cashmere_goat,surprising,admirable,hominid,primate,fetus,merino,harnessed_antelope
castile_soap,joyful,interesting,down,buffered_aspirin,disrupting_explosive,balsam,social_welfare
catalytic_cracker,surprising,admirable,breeder_reactor,airship,drove,colt,chair_of_state
cebuella,joyful,interesting,pitymys,jaculus,phascogale,zapus,kogia
cedar_waxwing,sad,scared,bird,tom,viper,monster,anapsid
centerboard,surprising,admirable,drainboard,airship,drove,colt,chair_of_state
centipede,surprising,admirable,fish_louse,hawkmoth,saddle_oyster,holometabola,planula
centrocercus,sad,scared,passer,pterocles,apus,genus_trogon,porzana
cephalochordate,sad,scared,tom,viper,monster,anapsid,snake
ceratopogonidae,sad,scared,bombyliidae,porcellionidae,oestridae,cleridae,phthiriidae
certhia,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
chain_stitch,surprising,admirable,double_crochet,classic,facsimile,coffee-table_book,cheesecake
chair_of_state,surprising,admirable,booth,crib,colt,drove,emergency_room
chalons,sad,scared,stand,due_process,name,insubordination,strife
chamaeleo,sad,scared,passer,kinosternon,trionyx,rhynchoelaps,crocodylus
chantry,surprising,admirable,emergency_room,core,cathedral,conservatory,airship
charger,surprising,admirable,prancer,arabian,crowbait,american_saddle_horse,mudder
chauna,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
checkered_whiptail,surprising,admirable,horned_chameleon,hominid,fetus,primate,nothosaur
cheesecake,surprising,admirable,facsimile,diagram,classic,double_crochet,chain_stitch
chelifer,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
chelonethida,sad,scared,anoplura,heterostraci,mallophaga,anaspida,nothosauria
chemical_bomb,surprising,admirable,disrupting_explosive,bombie,bunker_buster,clostridium_perfringens,colt
chemotherapy,sad,scared,chrysotherapy,insulin_shock,megavitamin_therapy,psychotherapy,occupational_therapy
chicken_louse,surprising,admirable,hawkmoth,holometabola,pale_chrysanthemum_aphid,anglewing,flea_beetle
chiffonier,surprising,admirable,chair_of_state,booth,crib,airship,drove
chine,sad,scared,underpart,beak,tom,plant,viper
chinese_puzzle,surprising,admirable,airship,drove,colt,chair_of_state,array
chiton,sad,scared,solenogaster,garden_snail,neritina,limpet,octopod
chlamydia_psittaci,surprising,admirable,chlamydia_trachomatis,bacteria,rhizopod,spirochete,comma_bacillus
chlamydiaceae,sad,scared,mycoplasmataceae,rickettsiaceae,passer,belemnitidae,raphidae
cholecystectomy,sad,scared,pneumonectomy,lumpectomy,laser-assisted_in_situ_keratomileusis,cyclodestructive_surgery,minor_surgery
christening,joyful,interesting,penance,ceremony,religious_ceremony,celebration,parlor_game
chronoscope,surprising,admirable,colt,array,bait,chronometer,analytical_balance
chrysomelidae,joyful,interesting,tortricidae,gelechiidae,gracilariidae,phyllidae,megachilidae
chrysophyceae,sad,scared,passer,entomostraca,metatheria,mammalia,cnidosporidia
chrysotherapy,sad,scared,insulin_shock,megavitamin_therapy,psychotherapy,occupational_therapy,hypnotherapy
cicindelidae,sad,scared,bombyliidae,ceratopogonidae,porcellionidae,oestridae,cleridae
ciconiidae,sad,scared,raphidae,hydrobatidae,eurylaimidae,spheniscidae,turnicidae
cinder_track,surprising,admirable,emplacement,airship,drove,colt,chair_of_state
classroom_project,sad,scared,war,risk,struggle,treatment,job
claw_hatchet,surprising,admirable,drove,club,butter_knife,airship,colt
cleridae,sad,scared,bombyliidae,ceratopogonidae,porcellionidae,oestridae,phthiriidae
close-quarter_fighting,joyful,interesting,set-to,administration,disobedience,obedience,issus
clostridium_perfringens,surprising,admirable,disrupting_explosive,chemical_bomb,bacteria,colt,rhizopod
cloverleaf,surprising,admirable,day_camp,hominid,airship,bacteria,drove
cnidosporidia,sad,scared,passer,chrysophyceae,entomostraca,metatheria,mammalia
coating,surprising,admirable,brussels_lace,airship,drove,colt,chair_of_state
coccidium,surprising,admirable,sporozoan,rhizopod,bacteria,heliozoan,flagellate
coccobacillus,sad,scared,alga,acidophilus,listeria_monocytogenes,mycobacteria,leprosy_bacillus
coffee-table_book,surprising,admirable,classic,facsimile,double_crochet,chain_stitch,cheesecake
cold_turkey,joyful,interesting,dismissal,orgasm,humiliation,degradation,care
coleoptera,sad,scared,anoplura,heterostraci,mallophaga,anaspida,chelonethida
collector's_item,surprising,admirable,curio,bric-a-brac,hominid,airship,bacteria
coloratura,joyful,interesting,harmonization,reel,magic_trick,celebration,athletic_game
comatula,joyful,interesting,gymnogyps,gracula,pitymys,phyllorhynchus,jaculus
comatulidae,joyful,interesting,tortricidae,gelechiidae,gracilariidae,phyllidae,pseudomonodaceae
